No.,GlassNo.,DataSource,Year,DataSourceNumber,State,GlassSystem1,GlassSystem2,GlassSystem3,Appearance1,Appearance2,Appearance3,Appearance4,Usage1,Usage2,Usage3,Usage4,ThermalTreatment,Note,GlassNo.(Structure),SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,Ag2O,MnO,FeO,CoO,NiO,CuO,ZnO,SrO,CdO,PbO,SnO,Cr2O3,Fe2O3,As2O3,Y2O3,Sb2O3,La2O3,Nd2O3,Gd2O3,Bi2O3,Co3O4,TiO2,MnO2,GeO2,ZrO2,CeO2,SnO2,P2O5,Ta2O5,Nb2O3,SO3,MoO3,WO3,H2O,LiF,NaF,KF,MgF2,CaF2,SrF2,BaF2,ZnF2,PbF2,YF3,AlF3,LaF3,GdF3,YbF3,ErF3,F,Cl,Br,Ag,Young'sModulusatRT(GPa)
8142,GP03-288167,EuropeanPatentOwensCorning(US),2008,A1951633,Glass,Alkaline-earthSilicate,Alumino-Silicate,,Fiber,,,,Composite,,,,,Ex.9,,65.15,0,9.97,10.18,13.22,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.18
6301,GP02-228365,EuropeanPatentNipponSheetGlass(J),2003,A1270524,Glass,AlkaliSilicate,Alkaline-earthSilicate,,SheetGlass,,,,IRAbsorbingMaterial,UVAbsorbingMaterial,VehicleWindow,,,Ex.7,,70.9,0,0.79,5.47,8.25,0,0.66,12.84,0.48,0,0,0,0.02,0.08,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
9722,GP20-312947,USPatentSchottGlassTech.(US),2013,A8486850,Glass,Phosphate,,,,,,,Laser,,,,,Ex.3,,5,5,9.83,0,0,0,14.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,3.19,1,0,0,0,0,0,0,0,0,0,61.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.1
8690,XP06-298310,JapanesePatentOharaInc.(J),2010,A150117,Glass-Ceramics,Alumino-Silicate,AlkaliSilicate,,,,,,,,,,650-750C40hr+750-850C100hr.,Ex.2,,57.36,0,15.21,1.71,1.23,0,9.23,0,0,0,0,0,0,7.38,0,0.85,0.67,0,0,0,0,0,0.09,0,0.06,0,0,0,0,0,1.73,0,0,0.84,0,0,3.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
3489,GI06-190626R,NGF'sAdditionalNewData(J),2000,v.002p.0001,Glass,Alumino-Silicate,AlkaliSilicate,,,,,,MagneticMemoryDisk,,,,,GlassNameA45.Melt:inPtat1600Cfor5hr.Anneal:at750Cfor2hr.GlassforChem.Strengthen.,,61.69,0,11.28,5.17,0,0,11.41,10.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.98
6231,XP02-227878,USPatentOharaInc.(J),2003,A6582826,Glass-Ceramics,AlkaliSilicate,Alumino-Silicate,,GlassCeramics,,,,ColorFilter,,,,,Ex.4Nucleation:550CCrystallization:780C,,74.01,0,3.94,0.71,0,0,19.01,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,1.21,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
7728,GP05-275915,USPatentCorningInc.(US),2006,A0293162,Glass,Boro-Silicate,Alumino-Silicate,Alkaline-earthSilicate,,,,,Display,LiquidCrystalDisplay,Substrate,,,Ex.2,,68.64,9.99,10.6,2.02,8.18,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6
934,GJ35-039286,J.Non-CrystallineSolids,1986,v.083p.0335,Glass,Germanate,AlkaliSilicate,,,,,,,,,,,,,37.04,0,0,0,0,0,0,25.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.16
1245,GJ03-053831,J.Non-CrystallineSolids,1973,v.012p.0035,Glass,Alkaline-earthSilicate,,,,,,,,,,,,,,49.95,0,5.12,19.86,25.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
211,GB03-006528,HandbookofGlassProperties,1986,v.001p.0335,Glass,Alkaline-earthSilicate,Alumino-Silicate,,,,,,,,,,,,,47.5,0,17.5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.7
4645,XP03-212503,JapanesePatentKonicaMinolta(J),2001,A266329,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,,,,,Substrate,MagneticMemoryDisk,,,,Crystal:MgO-Al2O3-4SiO2,,49.23,0,10.44,27.14,0,0,5.63,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,4.89,0,0,0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
4095,XP06-210744,JapanesePatentKonicaMinolta(J),2001,A019475,Glass-Ceramics,Alumino-Silicate,AlkaliSilicate,,,,,,MagneticMemoryDisk,,,,,,,70.63,0,3.66,5.69,1.33,0,15.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,1.63,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
3738,GP02-204863,JapanesePatentNipponSheetGlass(J),2000,A143281,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,MagneticMemoryDisk,,,,,,,61.53,0,3.41,4.31,7.41,0,16.33,1.5,0,0,0,0,0,0,0,0,4.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.5
5848,XP03-224797,USPatentKonicaMinolta(J),2002,A6458729,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,,,,,Substrate,MagneticMemoryDisk,,,,1stheattreat.:690C3.5h2ndheattreat.:780C3.5hCrystal:Magnesiumaluminasilicate,,49.06,0,9.05,35.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.51
2315,GP05-118659,JapanesePatentMitsubishiMaterials(J),1991,A193639,Glass,Boro-Silicate,Alumino-Silicate,,PowderFrit,EnamelGlaze,Colored,Sintered,CoatingonCeramics,,,,,,,62.08,21.32,4.96,0,0,0,3,1.65,1.15,0,0,0,0,0,0,0.94,2.9,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.17
9819,GP05-313464,EuropeanPatentPPGIndustries(US),2013,A2616399,Glass,Boro-Silicate,Alkaline-earthSilicate,Alumino-Silicate,Fiber,,,,Fiber,,,,,Ex.14,,66.65,7.46,5.08,14.37,1.15,0,2.99,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,87.2
6974,XJ09-259016,J.AmericanCeramicSoc.,2004,v.087p.1574,Glass-Ceramics,OtherSilicate,AlkaliSilicate,,Sintered,,,,,,,,970C,othercrystal:pyroxene,,49.37,0,5.8,0,7.04,0,0,10.66,2.28,0,0,0,0,0,0,4.76,0,0,0.52,0,0,19.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
8340,GP06-290735,USPatentCorningInc.(US),2009,A0142568,Glass,Alumino-Silicate,AlkaliSilicate,,,,,,Window,,,,,Ex.6,,64.76,3.01,9.43,2.99,1.31,0,0.91,12.02,3.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.2
5771,GP02-224324,USPatentNipponSheetGlass(J),2002,A6399527,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,Substrate,MagneticMemoryDisk,,,,,,51.45,0,2.2,7.41,3.4,0,17.52,5.31,0,0,0,0,0,0,0,0,7.71,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
5150,GP02-213648,USPatentNipponSheetGlass(J),2001,A6251812,Glass,AlkaliSilicate,Alkaline-earthSilicate,Alumino-Silicate,,,,,Substrate,MagneticMemoryDisk,,,,,,52.25,0,15.62,4.2,6.31,0,10.81,9.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
1478,GJ05-068547,J.Non-CrystallineSolids,1973,v.012p.0271,Glass,Boro-Silicate,,,,,,,,,,,,,,27.58,56.28,0,0,0,0,0,16.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.76
2807,GB02-164781,FundamentalsofInorganicGlasses,1994,v.001p.0169,Glass,AlkaliSilicate,,,,,,,,,,,,,,70,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
5419,GJ03-219903,J.Non-CrystallineSolids,2002,v.304p.0293,Glass,Alkaline-earthSilicate,Alumino-Silicate,,Doped(Stuffed),,,,,,,,,,,7.9,0,27.1,6.9,58.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
8845,GP02-299565,USPatentSaint-Gobain(FR),2010,A0184581,Glass,AlkaliSilicate,Alumino-Silicate,Alkaline-earthSilicate,Fiber,,,,Filler,,,,,Ex.2,,51.34,0,15.52,7.65,10.54,0,0,13.24,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
6683,XP03-253694,USPatentKonicaMinolta(J),2003,A6645889,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,,,,,Substrate,MagneticMemoryDisk,,,,Heattreatment:660C5h+700C5hCrystalothers:ClinoenstatiteMg-Al-silicateEx.1,,48.61,0,11.94,30.19,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
10319,GP03-351671,USPatentHoyaCorp.(J),2013,A8394516,Glass,Alkaline-earthSilicate,AlkaliSilicate,,Melting,Disk,,,MagneticMemoryDisk,,,,,ex.29,,62,0,5,0,14,0,0.5,12.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.1
9537,GJ02-310485,J.Non-CrystallineSolids,2013,v.364p.000040,Glass,AlkaliSilicate,,,,,,,,,,,,,,75,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.2
1514,GB02-071318,HandbookofGlassData,1983,v.00Ap.0320,Glass,AlkaliSilicate,,,,,,,,,,,,,,75,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.25
737,GB02-025761,HandbookofGlassData,1987,v.00Cp.0453,Glass,AlkaliSilicate,Boro-Silicate,,,,,,,,,,,,,65,17.5,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.2
7582,GP06-272999,EuropeanPatent,2006,A1617241,Glass,Alumino-Silicate,Zinc-Silicate,,,,,,Mirror,Substrate,,,,OsakaSpecialGlassCo.Ltd.Ex.2,,65.57,2.75,9.39,12.67,0,0,0,0.52,0.34,0,0,0,0,0,0,6.28,0,0,0,0,0,0,0.05,0,0.03,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
561,GB02-019760,HandbookofGlassData,1987,v.00Cp.0210,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,80.7,0,0,0,0,0,0,0,14.7,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.33
6913,GI02-257649,Proc.ICG,2004,v.007p.0024,Glass,AlkaliSilicate,,,,,,,,,,,,,,85,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
3694,GP06-204429,JapanesePatentAsahiGlass(J),2000,A063144,Glass,Alumino-Silicate,Alkaline-earthSilicate,,,,,,Substrate,MagneticMemoryDisk,,,,,,40,4,32,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
8620,GP05-296555,USPatentCorningInc.(US),2010,A7696113,Glass,Boro-Silicate,Alumino-Silicate,Alkaline-earthSilicate,NonAlkali,,,,Display,Substrate,,,,Ex.9,,68.44,9.99,10.6,1.21,9.19,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.45
6916,GI02-257652,Proc.ICG,2004,v.007p.0024,Glass,AlkaliSilicate,,,,,,,,,,,,,,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
5308,GJ03-216698,J.Jpn.Inst.Metals&Materials(J),2000,v.064p.0177,Glass,Alkaline-earthSilicate,Alumino-Silicate,,,,,,,,,,,,,30,0,30,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.6
6803,GP02-255426,JapanesePatentCentralGlass(J),2004,A026580,Glass,AlkaliSilicate,OtherSilicate,,Colored,,,,ColorFilter,,,,,Ex.3,,49,0,0,0,0,0,0,14.97,11.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,5.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
529,GB02-019728,HandbookofGlassData,1987,v.00Cp.0206,Glass,AlkaliSilicate,Alkaline-earthSilicate,Alumino-Silicate,,,,,,,,,,,,64.8,0,0.3,15.9,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.56
3998,GJ05-207741,J.CeramicSoc.Japan,2001,v.109p.0511,Glass,Boro-Silicate,AlkaliSilicate,,,,,,,,,,,,,23.5,46.5,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
861,XP06-030426,JapanesePatentSchottAG(DE),1984,A174543,Glass-Ceramics,Alumino-Silicate,AlkaliSilicate,Boro-Silicate,GlassCeramics,,,,SolderGlassSealingGlass,,,,,,,45.02,7.69,22.57,2.34,0,0,22.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5
773,GB05-025797,HandbookofGlassData,1987,v.00Cp.0454,Glass,Boro-Silicate,AlkaliSilicate,,,,,,,,,,,,,41.67,41.67,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.89
4869,XP06-212763,JapanesePatentKonicaMinolta(J),2001,A287951,Glass-Ceramics,Alumino-Silicate,Alkaline-earthSilicate,OtherSilicate,GlassCeramics,,,,MagneticMemoryDisk,,,,,crystal:(MgAl)SiO3,,45.62,0,11.44,24.6,0,0,13.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,3.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.6
7635,GP02-275028,JapanesePatentKonicaMinolta(J),2006,A327935,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.6,,58.04,3.48,3.42,6.63,6.99,0,8.53,4.51,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.36,0,0,0,0,2.72,0,0,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
395,GB02-006728,HandbookofGlassProperties,1986,v.001p.0327,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,,,,,,,,63,0,5,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.2
6442,GJ05-252154,PhysicsandChemistryofGlasses,2003,v.044p.0383,Glass,Boro-Silicate,,,MixedAlkali,,,,RadioActiveWasteSolidi,,,,,,,57.66,17.67,0,0,0,0,9.8,10.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
10075,XP06-316486,USPatentOharaInc.(J),2014,A8852764,Glass-Ceramics,Alumino-Silicate,Zinc-Silicate,Alkaline-earthSilicate,,,,,Substrate,MagneticMemoryDisk,,,,Ex.1,,50.85,0,11.33,15.93,0,0,4.3,0,0,0,0,0,0,0,0,12.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
6247,XP03-227894,USPatentKonicaMinolta(J),2003,A6583077,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,GlassCeramics,,,,Substrate,MagneticMemoryDisk,,,,Ex.10Heattreatment:680C5.5h+800C5.5hCrystalothers:Magnesiumaluminasilicate,,47.5,0,6.94,26.97,0,0,11.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.2
1881,GJ02-091206,GlassPhysics&Chemistry,1980,v.006p.0310,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,,,,,,,,51,0,29,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.8
4255,XP06-210904,JapanesePatentKonicaMinolta(J),2001,A026441,Glass-Ceramics,Alumino-Silicate,Alkaline-earthSilicate,,,,,,MagneticMemoryDisk,,,,,Crystal:Magnesium-Aluminosilicate,,59.09,2.9,14.25,22.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.48
10528,GP03-353775,USPatentHoyaCorp.(J),2013,A0343166,Glass,Alkaline-earthSilicate,AlkaliSilicate,Alumino-Silicate,Melting,Disk,,,MagneticMemoryDisk,ChemicalStrengthen,,,,ex.14,,64.94,0,5.99,16.98,1.1,0,0.6,8.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.9
8341,GP02-290736,USPatentCorningInc.(US),2009,A0142568,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,Window,,,,,Ex.7,,64.56,1.01,8.95,3.74,1.63,0,0,13.49,4.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.8
7669,GP02-275344,USPatentCentralGlass(J),2006,A7091144,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,ColorFilter,OpticalDemulti-MultiPlexor,,,,Ex.1-1,,59.95,0,0,0,16.03,0,0,12.04,11.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
3739,GP02-204864,JapanesePatentNipponSheetGlass(J),2000,A143282,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,MagneticMemoryDisk,,,,,,,59.67,0,4.5,4.2,7.21,0,18.62,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.7
7267,GP02-265764,USPatentKonicaMinolta(J),2005,A6908870,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.10,,61.68,2.7,5.7,6.84,4.92,0,7.14,3.84,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.27,0,0,0,0,2.82,0,0,2.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
9180,GP03-305436,JapanesePatentOharaInc.(J),2011,A246290,Glass,Alkaline-earthSilicate,Alumino-Silicate,Zinc-Silicate,,,,,Substrate,MagneticMemoryDisk,,,,Ex.1,,55.22,2.87,10.43,10.31,1.18,0,0,4.29,0,0,0,0,0,0,0,10.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58,0,0,0,0.23,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
6921,GI03-257668,Proc.ICG,2004,v.007p.0030,Glass,Alkaline-earthSilicate,Alumino-Silicate,,,,,,,,,,,,,38.46,0,16.78,27.57,3.4,0,5.39,0.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
8520,GP02-294359,EuropeanPatentNipponElectricGlass(J),2009,A2075237,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,Display,Substrate,,,,Ex.1,,73.58,0,8.42,0,0,0,4.07,8.48,3.67,0,0,0,0,0,0,1.65,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
2515,GJ35-144356,GlassPhysics&Chemistry,1992,v.018p.0159,Glass,Germanate,,,,,,,,,,,,,,6.68,0,0,0,0,0,0,6.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.4
3638,GI03-191822R,NGF'sAdditionalNewData(J),2001,v.004p.0007,Glass,Alkaline-earthSilicate,AlkaliSilicate,Alumino-Silicate,,,,,ColorFilter,,,,Annealing:at760Cfor1h.,GlassNameD066Melting:inPtcrucibleat1600Cfor7h.,,70.25,0,3.04,0,15.21,0,0,0.03,9.94,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
