No.,GlassNo.,DataSource,Year,DataSourceNumber,State,GlassSystem1,GlassSystem2,GlassSystem3,Appearance1,Appearance2,Appearance3,Appearance4,Usage1,Usage2,Usage3,Usage4,ThermalTreatment,Note,GlassNo.(Structure),SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,Ag2O,MnO,FeO,CoO,NiO,CuO,ZnO,SrO,CdO,PbO,SnO,Cr2O3,Fe2O3,As2O3,Y2O3,Sb2O3,La2O3,Nd2O3,Gd2O3,Bi2O3,Co3O4,TiO2,MnO2,GeO2,ZrO2,CeO2,SnO2,P2O5,Ta2O5,Nb2O3,SO3,MoO3,WO3,H2O,LiF,NaF,KF,MgF2,CaF2,SrF2,BaF2,ZnF2,PbF2,YF3,AlF3,LaF3,GdF3,YbF3,ErF3,F,Cl,Br,Ag,Young'sModulusatRT(GPa)
5592,XP06-223158,JapanesePatentAsahiGlass(J),2002,A265234,Glass-Ceramics,Alumino-Silicate,AlkaliSilicate,,GlassCeramics,,,,ColorFilter,Substrate,,,,,,51.2,0,22.4,0,0,0,0,14.8,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
963,GJ02-039816,J.CeramicSoc.Japan,1983,v.091p.0116,Glass,AlkaliSilicate,,,,,,,,,,,,,,70,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
333,GB02-006666,HandbookofGlassProperties,1986,v.001p.0329,Glass,AlkaliSilicate,Boro-Silicate,,,,,,,,,,,,,55,35,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.3
3251,GJ02-187147,J.AmericanCeramicSoc.,1999,v.082p.3501,Glass,AlkaliSilicate,,,,,,,,,,,,,,75,0,0,0,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.5
7472,XP03-269959,EuropeanPatentHoyaCorp.(J),2005,A1577275,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,GlassCeramics,,,,Substrate,MagneticMemoryDisk,,,810C4h+1000C4h,Ex.1-2,,50.25,0,10.51,31.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,7.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.9
5774,GP02-224327,USPatentNipponSheetGlass(J),2002,A6399527,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,Substrate,MagneticMemoryDisk,,,,,,54,0,3,11,3,0,13,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
6246,XP06-227893,USPatentKonicaMinolta(J),2003,A6583077,Glass-Ceramics,Alumino-Silicate,Alkaline-earthSilicate,,GlassCeramics,,,,Substrate,MagneticMemoryDisk,,,,Ex.9Heattreatment:680C5.5h+800C5.5hCrystalothers:Magnesiumaluminasilicate,,52.19,0,13.96,25.64,0,0,4.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.2
8653,GP03-297146,USPatentHoyaCorp.(J),2010,A0160141,Glass,Alkaline-earthSilicate,Boro-Silicate,Alumino-Silicate,,,,,Substrate,MagneticMemoryDisk,,,,Ex.10,,50,10,12,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.1
5680,GP03-223916,USPatentNipponSheetGlass(J),2002,A6340647,Glass,Alkaline-earthSilicate,AlkaliSilicate,Alumino-Silicate,,,,,Substrate,MagneticMemoryDisk,,,,,,42,0,9,17,8,0,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
948,GJ35-039300,J.Non-CrystallineSolids,1986,v.083p.0335,Glass,Germanate,AlkaliSilicate,,,,,,,,,,,,,40,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.15
10251,GP02-351038,USPatentAsahiGlass(J),2012,A0264585,Glass,AlkaliSilicate,Alumino-Silicate,,Melting,FlatGlass,,,ChemicalStrengthen,Display,,,,ex.31,,70,0,6,1.5,1.5,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.9
3332,XP03-188840,JapanesePatentNGKInsulators(J),1999,A278864,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,GlassCeramics,,,,MagneticMemoryDisk,,,,,,,45.1,0,11.3,33.54,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,8.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151
6985,GJ01-259424,J.Non-CrystallineSolids,2004,v.344p.0026,Glass,Silica,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
651,GB05-025668,HandbookofGlassData,1987,v.00Cp.0438,Glass,Boro-Silicate,AlkaliSilicate,,,,,,,,,,,,,15,55,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.95
1296,GJ02-059364,J.Non-CrystallineSolids,1980,v.038p.0705,Glass,AlkaliSilicate,,,Melting,Fiber,,,,,,,,ICG1980,,74,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.4
8874,GP02-299795,USPatentCentralGlass(J),2010,A0273635,Glass,AlkaliSilicate,Alkaline-earthSilicate,,FlatGlass,,,,Window,,,,,Ex.5,,65.58,0,0.78,16.24,2.95,0,0,4.54,6.76,0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
10278,GP03-351431,USPatentOCVIntellectualCapital(US),2013,A8341978,Glass,Alkaline-earthSilicate,Alumino-Silicate,,Melting,Fiber,,,,,,,,ex.1,,64.23,0,11.18,14.48,9.33,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4
1113,GJ05-047356,J.CeramicSoc.Japan,1983,v.091p.0199,Glass,Boro-Silicate,,,,,,,,,,,,,,57.14,28.57,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.1
1352,GJ02-061708,GlassTechnology,1964,v.005p.0216,Glass,AlkaliSilicate,Lead-Silicate,,,,,,,,,,,,,66.8,0,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,27.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.1
8861,GP02-299723,USPatentAsahiGlass(J),2010,A0255350,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.2,,66,0,5.5,8,0,0,8.4,4,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.7
1883,GJ02-091208,GlassPhysics&Chemistry,1980,v.006p.0310,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,,,,,,,,58,0,25,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.6
10593,XJ03-355433,J.MaterialsScience,2013,v.048p.3461,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,Melting,GlassCeramics,,,,,,,950C10h,B2othercrystal:indialite,,51.6,0,21.1,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
3784,XP03-205112,JapanesePatentHoyaCorp.(J),2000,A169184,Glass-Ceramics,Alkaline-earthSilicate,AlkaliSilicate,OtherSilicate,GlassCeramics,,,,MagneticMemoryDisk,,,,,,,58,0,4.5,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
7677,GP02-275352,USPatentCentralGlass(J),2006,A7091144,Glass,AlkaliSilicate,OtherSilicate,,,,,,ColorFilter,OpticalDemulti-MultiPlexor,,,,Ex.3-2,,49.97,0,0,0,0,0,0,15,10.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.02,0,0,0,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
8824,GP02-299214,USPatentNipponSheetGlass(J),2010,A7767607,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.8,,67.78,0,6.52,5.03,6.66,0,0,10.02,1.48,0,0,0,0,0,0,0,2.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
1827,GB02-088962,TechnicalGlasses,1961,v.001p.0311,Glass,AlkaliSilicate,Alkaline-earthSilicate,Zinc-Silicate,,,,,SolderGlassSealingGlass,,,,,PLATINUMSEALINGGLASS16(3),,69.28,1.77,1.51,0,7.7,0,0,14.43,0,0,0,0,0,0,0,5.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.68
8229,GP05-289666,JapanesePatentAsahiGlass(J),2009,A102222,Glass,Boro-Silicate,,,NonLead,,,,PlasmaDisplay,SolderGlassSealingGlass,Substrate,,,Ex.18,,41.5,45,0,0,0,0,0,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
7499,GP06-271707,JapanesePatent,2006,A030486,Glass,Alumino-Silicate,,,,,,,Mirror,,,,,OsakaTokushuGlassCo.Ex.4,,65.15,3.71,9.49,11.2,0,0,0,0.52,0.34,0,0,0,0,0,0,9.51,0,0,0,0,0,0,0.05,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
2653,XP06-154330,USPatentCorningInc.(US),1994,A1620128,Glass-Ceramics,Alumino-Silicate,OtherSilicate,,GlassCeramics,,,,,,,,,,,58.84,0,14.95,9.07,0,0,0,0,0,0,0,0,0,17.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.2
3349,GP03-188927,JapanesePatentNipponSheetGlass(J),1999,A302031,Glass,Alkaline-earthSilicate,AlkaliSilicate,Alumino-Silicate,,,,,MagneticMemoryDisk,Substrate,,,,,,40,0,22,18,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
645,GB02-025661,HandbookofGlassData,1987,v.00Cp.0438,Glass,AlkaliSilicate,,,,,,,,,,,,,,80,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.91
9140,XP06-305032,JapanesePatentOharaInc.(J),2011,A201758,Glass-Ceramics,Alumino-Silicate,Zinc-Silicate,Alkaline-earthSilicate,,,,,Substrate,MagneticMemoryDisk,,,670C+770C,Ex.5crystal:RAl2O4,,52.34,0,11.67,13.11,0,0,0,6.4,0,0,0,0,0,0,0,11.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
6527,XP02-253264,USPatentKonicaMinolta(J),2003,A6593257,Glass-Ceramics,AlkaliSilicate,Alumino-Silicate,,GlassCeramics,,,,MagneticMemoryDisk,,,,,Heattreatment:580C5h+700C3hEx.2,,77.69,0,4.55,0,2.53,0,7.76,0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,4.18,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.6
9199,XP02-305690,USPatentOharaInc.(J),2011,A8043706,Glass-Ceramics,AlkaliSilicate,Alumino-Silicate,,,,,,Substrate,MagneticMemoryDisk,,,645C3hr.,Ex.A,,72.75,0,4,1.14,0,0,19.23,0,0.61,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,1.07,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
7902,GJ05-283880,J.MaterialsScience,2008,v.043p.0281,Glass,Boro-Silicate,,,,,,,,,,,,Pyrex,,81,13,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
194,GB04-006505,HandbookofGlassProperties,1986,v.001p.0336,Glass,Lead-Silicate,Boro-Silicate,,,,,,,,,,,,,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.53
5947,XP02-225415,USPatentOharaInc.(J),2002,A0098964,Glass-Ceramics,AlkaliSilicate,Alumino-Silicate,,,,,,ColorFilter,,,,,,,72.6,0,3.47,0.73,0,0,17.78,0,0.81,0,0,0,0,0,0,0.36,1.42,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,1.92,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
6210,XP03-227857,USPatentKonicaMinolta(J),2003,A6573206,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,GlassCeramics,,,,Substrate,MagneticMemoryDisk,,,,Ex.3Heattreatment:690C5.5h+840C6hCrystalothers:Magnesiumaluminasilicate,,51.01,0,9.91,34.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.8
8390,GP02-292441,JapanesePatentCentralGlass(J),2009,A155148,Glass,AlkaliSilicate,Alkaline-earthSilicate,,FlatGlass,,,,,,,,,Ex.10,,66.56,0,1.02,15.96,3.49,0,0,2.96,7.48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
2636,GP03-153595,USPatentNipponElectricGlass(J),1994,A5292690,Glass,Alkaline-earthSilicate,Boro-Silicate,,Balloon,,,,Filler,,,,,,,51.28,8.33,3.83,0,18.59,0,0,4.2,2.07,0,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,10.19,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
4728,XP03-212622,JapanesePatentKonicaMinolta(J),2001,A287937,Glass-Ceramics,Alkaline-earthSilicate,OtherSilicate,Zinc-Silicate,GlassCeramics,,,,MagneticMemoryDisk,,,,,crystal:(MgAl)SiO3Zn2Ti3O8Zn2TiO4,,39.34,0,6.66,21.98,0,0,11.86,0,0,0,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131
3085,XP06-178563,JapanesePatentCorningInc.(US),1997,A077531,Glass-Ceramics,Alumino-Silicate,Alkaline-earthSilicate,,GlassCeramics,,,,,,,,,,,45.99,0,18.18,18.39,0,0,0,0,0,0,0,0,0,4.51,0,7.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138
385,GB02-006718,HandbookofGlassProperties,1986,v.001p.0327,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,,,,,,,,65,0,6,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.8
2583,GJ35-145878,GlassPhysics&Chemistry,1990,v.016p.0379,Glass,Germanate,,,,,,,,,,,,,,10.56,0,0,0,0,0,0,10.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.88,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.1
6297,GP02-228361,EuropeanPatentNipponSheetGlass(J),2003,A1270524,Glass,AlkaliSilicate,Alkaline-earthSilicate,,SheetGlass,,,,IRAbsorbingMaterial,UVAbsorbingMaterial,VehicleWindow,,,Ex.3,,70.11,0,0.52,6.1,8.9,0,0.99,12.69,0.14,0,0,0,0.00791,0,0,0,0,0,0,0,0.00078,0.53,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.3
5862,XP06-224811,USPatentKonicaMinolta(J),2002,A6458730,Glass-Ceramics,Alumino-Silicate,Alkaline-earthSilicate,,,,,,Substrate,MagneticMemoryDisk,,,,1stheattreat.:700C5h2ndheattreat.:760C4.5hCrystal:Magnesiumaluminasilicate,,61.75,0,11.36,22.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.4
5979,XP06-225506,USPatent,2002,A0115550,Glass-Ceramics,Alumino-Silicate,AlkaliSilicate,Zinc-Silicate,,,,,Substrate,MagneticMemoryDisk,,,,H.Kawaietal.(JP)Nucleating:550C5hNucleousgrowing:700C3hCrystal:LZS,,66.66,0,6.01,3.65,0,0,14.76,0,0,0,0,0,0,0,0,4.51,0.59,0,0,0,0,0,0,0.22,0.11,0,0,0,0,0,0.77,0,0,1.64,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.3
568,GB02-019768,HandbookofGlassData,1987,v.00Cp.0213,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,78.5,0,0,0,8,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.1
1356,GJ02-061712,GlassTechnology,1964,v.005p.0216,Glass,AlkaliSilicate,Alkaline-earthSilicate,Boro-Silicate,,,,,,,,,,,,42.9,28.7,0,0,14.2,0,0,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.33
7112,GP02-262216,USPatent,2004,A0186001,Glass,AlkaliSilicate,Alkaline-earthSilicate,,SheetGlass,,,,VehicleWindow,,,,,H.Setoetal.Ex.2,,68.5,0,0.06,5.36,8.85,0,3.86,12.63,0.04,0,0,0.28,0.02,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.3
4297,XP03-210946,JapanesePatentKonicaMinolta(J),2001,A026445,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,,,,,MagneticMemoryDisk,,,,,Crystal:Magnesium-Aluminosilicate,,44.53,0,6.3,35.45,0,0,12.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112
6742,XP02-253894,USPatent,2003,A0125183,Glass-Ceramics,AlkaliSilicate,Alumino-Silicate,,,,,,Substrate,MagneticMemoryDisk,,,,H.Nagataetal.Heattreatment:570C5.5h+720C4hEx.9,,68.66,0,6.16,0,0,0,22.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0.24,0,0,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
1418,GJ02-062774,J.AmericanCeramicSoc.,1984,v.067p.0270,Glass,AlkaliSilicate,,,Fiber,,,,,,,,,TherearetwoFigsofYoung'smoduli,,71.4,0,0,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.8
10233,GP02-350706,JapanesePatentAsahiGlass(J),2012,A256389,Glass,AlkaliSilicate,Alumino-Silicate,,Melting,Disk,,,MagneticMemoryDisk,,,,,GlassA,,65,0,12,0,0,0,13,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
88,GJ06-005415,J.AmericanCeramicSoc.,1970,v.053p.0005,Glass,Alumino-Silicate,,,FlatGlass,,,,,,,,,7TABS10FIGS,,50,0,13,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.38
8458,GP06-293692,USPatentCorningInc.(US),2009,A7612004,Glass,Alumino-Silicate,,,,,,,SolarCell,LiquidCrystalDisplay,,,,Ex.82,,70.04,0,17.56,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.3092
6501,GP05-253077,JapanesePatentNipponElectricGlass(J),2003,A335548,Glass,Boro-Silicate,Alumino-Silicate,,NonAlkali,,,,LiquidCrystalDisplay,Substrate,,,,Ex.5,,69.16,13.22,8.44,0,7.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0.05,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
820,GB02-027409,HandbookofGlassData,1987,v.00Cp.0607,Glass,AlkaliSilicate,OtherSilicate,,,,,,,,,,,,,74.8,0,0,0,0,0,0,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.9
1903,GJ02-091228,GlassPhysics&Chemistry,1980,v.006p.0310,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,,,,,,,,70,0,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.8
6924,GI03-257671,Proc.ICG,2004,v.007p.0030,Glass,Alkaline-earthSilicate,Alumino-Silicate,,,,,,,,,,,,,39.73,0,15.22,24.62,5.31,0,5.41,0.4,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
