No.,GlassNo.,DataSource,Year,DataSourceNumber,State,GlassSystem1,GlassSystem2,GlassSystem3,Appearance1,Appearance2,Appearance3,Appearance4,Usage1,Usage2,Usage3,Usage4,ThermalTreatment,Note,GlassNo.(Structure),SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,Ag2O,MnO,FeO,CoO,NiO,CuO,ZnO,SrO,CdO,PbO,SnO,Cr2O3,Fe2O3,As2O3,Y2O3,Sb2O3,La2O3,Nd2O3,Gd2O3,Bi2O3,Co3O4,TiO2,MnO2,GeO2,ZrO2,CeO2,SnO2,P2O5,Ta2O5,Nb2O3,SO3,MoO3,WO3,H2O,LiF,NaF,KF,MgF2,CaF2,SrF2,BaF2,ZnF2,PbF2,YF3,AlF3,LaF3,GdF3,YbF3,ErF3,F,Cl,Br,Ag,AbbeValue(nd-1)/(nF-nC)
7238,GP02-169181,JapanesePatentHoyaCorp.(J),1996,A290936,Glass,AlkaliSilicate,OtherSilicate,,NonLead,,,,OpticalUse,Lens&Prism,,,,,,55.74,0,1.37,0,0,0,0,16.89,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0.3,0,15.72,0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8
6770,GP03-156365,EuropeanPatent,1994,A0594422,Glass,Alkaline-earthSilicate,AlkaliSilicate,OtherSilicate,NonLead,,,,TableWare,,,,,,,64.34,1.01,0,0,1.87,6.08,0,10.74,3.72,0,0,0,0,0,0,7.75,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
3854,GP05-071047,EuropeanPatentCorningInc.(US),1985,A0151346,Glass,Boro-Silicate,AlkaliSilicate,,,,,,OphthalmicLens,,,,,,,65.77,10.82,1.94,6.09,0,0,3.71,4.08,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,57.2
6600,GP03-153695,USPatentOharaInc.(J),1994,A5300467,Glass,Alkaline-earthSilicate,,,NonLead,,,,OpticalUse,Lens&Prism,,,,,,56.1,10.57,0,0,6.77,13.14,0,0,6.58,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0.03,0,0,0,0,0,4.37,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.4
13975,GP03-293182,JapanesePatentOharaInc.(J),2009,A286680,Glass,Alkaline-earthSilicate,Boro-Silicate,,,,,,OpticalUse,Lens&Prism,,,,Ex.1,,53.08,7.95,3.15,0,17.94,14.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.2
3239,GP03-052764,JapanesePatentOharaInc.(J),1982,A205338,Glass,Alkaline-earthSilicate,Lead-Silicate,OtherSilicate,,,,,,,,,,,,50.83,1.46,1,0,0,28.89,0,0,3.24,0,0,0,0,0,0,0,4.91,0,4.56,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.4
2308,GJ04-041160,GlassPhysics&Chemistry,1985,v.011p.0360,Glass,Lead-Silicate,AlkaliSilicate,,,,,,OpticsOptoelectronics,,,,,,,73.78,0,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0,0,22.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.2
3749,GP09-067761,JapanesePatentHoyaCorp.(J),1981,A059640,Glass,OtherSilicate,AlkaliSilicate,Alumino-Silicate,,,,,OphthalmicLens,,,,,,,62.59,4.34,3.29,0,0,0,0,9.76,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.2
7420,GB03-174678,DataBookofGlassComposition(J),1991,v.001p.0098,Glass,Alkaline-earthSilicate,,,,,,,OpticalUse,Lens&Prism,,,,BaSF6,,51.52,5.73,0.44,0,8.86,14.93,0,1.57,1.79,0,0,0,0,0,0,5.01,0,0,7.15,0,0,0,0.13,0,0.09,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.9
17686,GP03-351224,USPatentOCVIntellectualCapital(US),2012,A0322933,Glass,Alkaline-earthSilicate,Zinc-Silicate,,Melting,Fiber,,,OpticalFiber,,,,,ex.7,,57.22,0,7,0,16.29,0,0,0,0,0,0,0,0,0,0,13.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.62
12810,GP07-275264,USPatentSchottAG(DE),2006,A7074732,Glass,Zinc-Silicate,Lead-Silicate,,,,,,OpticalUse,Lens&Prism,,,,Ex.8,,52.51,0,0,0,0,0,0,6.46,2.61,0,0,0,0,0,0,33,0,0,5.34,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.3
7683,GJ02-178018,J.MaterialsScience,1998,v.033p.5401,Glass,AlkaliSilicate,OtherSilicate,,GradedIndex,,,,,,,,,,,50.6,0,4.3,0,0,0,19.5,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.62
5139,GP02-162516,JapanesePatent,1995,A002544,Glass,AlkaliSilicate,OtherSilicate,,NonLead,,,,Container,TableWare,,,,,,73.17,0,0,0,0,0,0,23.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.2
17811,GP03-351812,USPatentOharaInc.(J),2012,A0220442,Glass,Alkaline-earthSilicate,AlkaliSilicate,,Melting,Fiber,,,OpticalUse,Lamp,OpticalFiber,,,ex.9,,53.82,0,0.12,0,4.48,12.41,0,9.46,0.55,0,0,0,0,0,0,7.45,5.03,0,0,0,0,0,0,0,0.03,1.29,0,0,0,0,0,0,0,4.79,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.6
3741,GP09-067753,JapanesePatentHoyaCorp.(J),1981,A059640,Glass,OtherSilicate,AlkaliSilicate,Boro-Silicate,,,,,OphthalmicLens,,,,,,,69.92,4.17,0,0,0,0,0,9.39,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.3
11529,GP03-255663,JapanesePatentNipponElectricGlass(J),2004,A075456,Glass,Alkaline-earthSilicate,AlkaliSilicate,,Pressed,Molded,,,OpticalUse,Lens&Prism,,,,Ex.2,,57.49,8.19,1.58,0,0,3.85,17.73,4,0,0,0,0,0,0,0,0.41,4.85,0,0,0,0,0,0,0,0.05,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.8
7048,GP05-164283,USPatentOharaInc.(J),1995,A5472918,Glass,Boro-Silicate,Alkaline-earthSilicate,,Molded,,,,OpticalUse,,,,,,,51.78,14.3,0,0,3.33,0,16.66,0,0,0,0,0,0,0,0,1.38,12.37,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.7
18087,GP03-353558,JapanesePatentOwensCorning(US),2013,A513547,Glass,Alkaline-earthSilicate,Zinc-Silicate,,Melting,Fiber,,,PlasticsFRP,,,,,ex.6,,57.97,0,7.1,0,12.01,0,0,0,0,0,0,0,0,0,0,13.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.48
14585,GP02-298529,JapanesePatentOharaInc.(J),2010,A202417,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,OpticalUse,Lens&Prism,,,,Ex.6,,63.06,0,2.44,0,5.97,6.27,0,5.97,7.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,8.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4
874,GB03-012567,HandbookofGlassProperties,1986,v.001p.0592,Glass,Alkaline-earthSilicate,Zinc-Silicate,,,,,,,,,,,,,70,0,0,0,0,28,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.8
1051,GB07-012587,HandbookofGlassProperties,1986,v.001p.0592,Glass,Zinc-Silicate,Alkaline-earthSilicate,,,,,,,,,,,,,56,0,0,0,0,12,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.3
5491,GP09-107279,EuropeanPatentCorningInc.(US),1989,A0315353,Glass,OtherSilicate,AlkaliSilicate,,,,,,OpticsOptoelectronics,OphthalmicLens,,,,Multifocallens,,59.14,4.16,0.33,0,4.52,0,1.56,6.4,10.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,12.74,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.6
3251,GP04-052783,JapanesePatent,1982,A106538,Glass,Lead-Silicate,Alkaline-earthSilicate,Zinc-Silicate,,,,,,,,,,,,62.21,2.38,0,0,0,9.2,0,8.04,2.64,0,0,0,0,0,0,8.16,0,0,7.07,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.9
3747,GP09-067759,JapanesePatentHoyaCorp.(J),1981,A059640,Glass,OtherSilicate,AlkaliSilicate,Boro-Silicate,,,,,OphthalmicLens,,,,,,,60.52,3.95,1.5,6.06,0,0,8.18,4.93,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.4
6043,GP05-127273,JapanesePatentSumitaOpticalGlass(J),1993,A193979,Glass,Boro-Silicate,Alumino-Silicate,,Pressed,,,,Lens&Prism,,,,,,,58.43,17.11,4.3,3.11,2.23,0.81,6.29,5.05,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.2
8694,GI06-191686,NGF'sAdditionalNewData(J),2001,v.004p.0001,Glass,Alumino-Silicate,AlkaliSilicate,,,,,,ElectronicsElectrical,Substrate,,,Anneal:at670Cfor1hr.,GlassNameC046.Melt:inPtat1640Cfor7hr.Crystalsalittle.,,65.32,0,15.24,0,0,0,7.3,7.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
5738,GP02-116687,JapanesePatentHoyaCorp.(J),1991,A012341,Glass,AlkaliSilicate,,,Fiber,WaterResistant,,,OpticalTransmission,OpticalFiber,OpticalWaveguide,,,Clad,,62.15,0.88,4.53,4.57,0,0,15.06,1.69,7.65,0,0,0,0,0,0,2.27,0,0,1.15,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
2464,GB02-026177,HandbookofGlassData,1987,v.00Cp.0589,Glass,AlkaliSilicate,OtherSilicate,,,,,,,,,,,,,60,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5
15926,GP05-308879,JapanesePatentNipponElectricGlass(J),2012,A140314,Glass,Boro-Silicate,AlkaliSilicate,Alumino-Silicate,NonLead,,,,OpticalUse,Lens&Prism,,,,Ex.9,,52.21,11.5,11.13,0.83,0,0.22,2.24,18.31,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.3
12012,GP03-262603,EuropeanPatentSchottAG(DE),2004,A1452495,Glass,Alkaline-earthSilicate,AlkaliSilicate,,,,,,OpticalWaveguide,Laser,,,,Ex.5,,57.04,0,4,0,0,13.84,0,13.16,0,0,0,0,0,0,0,9.02,0,0,0,0,0,0,0.12,0,0,1.5,0,0,0,0,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.5
5442,GB04-174654,DataBookofGlassComposition(J),1991,v.001p.0094,Glass,Lead-Silicate,AlkaliSilicate,,,,,,OpticalUse,Lens&Prism,,,,LF1,,74.16,0,0,0,0,0.8,0,5.83,6.8,0,0,0,0,0,0,1.01,0,0,11.29,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.6
6076,GP03-127647,JapanesePatentCanonInc.(J),1993,A246735,Glass,Alkaline-earthSilicate,,,Pressed,,,,Lens&Prism,,,,,,,60.04,0,3.18,0,0,11.69,14.91,1.96,0.43,0,0,0,0,0,0,3.49,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,59.3
1903,GB09-021487,HandbookofGlassData,1987,v.00Cp.0398,Glass,OtherSilicate,AlkaliSilicate,,,,,,,,,,,,,75.65,0,0,0,0,0,0,18.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.85
6341,GI02-207394,NEDOProjectReportofNGF(J),2001,v.001p.0021,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,OpticalUse,,,,,ONRIglass,,72.04,0,0.88,2.96,10.65,0,0,13,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.2
8497,XP03-189478,USPatent,1999,A5897678,Glass-Ceramics,Alkaline-earthSilicate,AlkaliSilicate,,,,,,,,,,,,,63,1,0,0,4.33,5.65,1.16,3.92,7.36,0,0,0,0,0,0,6.82,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,6.08,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.8
1666,GB03-017330,HandbookofGlassData,1987,v.00Cp.0910,Glass,Alkaline-earthSilicate,OtherSilicate,,,,,,,,,,,,,68,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.2
9574,GP04-212026,JapanesePatent,2001,A180970,Glass,Lead-Silicate,Zinc-Silicate,,,,,,OpticalUse,Lens&Prism,,,,,,64.03,0,0,0,0,0,0,10,2.97,0,0,0,0,0,0,16.35,0,0,6.57,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
7406,GB09-174658,DataBookofGlassComposition(J),1991,v.001p.0095,Glass,OtherSilicate,AlkaliSilicate,,,,,,OpticalUse,Lens&Prism,,,,F11,,62.65,4.29,0,0,0,0,0,9.64,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,17.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
4853,GB02-096131,PropertiesofGlass,1954,v.001p.0233,Glass,AlkaliSilicate,Alkaline-earthSilicate,Boro-Silicate,,,,,,,,,,,,69.23,8.61,0.39,0,9.72,0,0,7.1,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
13025,GP09-279449,USPatent,2007,A0078048,Glass,OtherSilicate,Boro-Silicate,,,,,,OpticalUse,Lens&Prism,,,,W.Pannhorstetal.Ex.9,,60,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.2
10301,GP03-223103,JapanesePatentNipponElectricGlass(J),2002,A249341,Glass,Alkaline-earthSilicate,AlkaliSilicate,Boro-Silicate,Pressed,,,,OpticalUse,Lens&Prism,,,,,,64.13,6.77,1.45,0,3.6,1.98,10.15,3.59,0,0,0,0,0,0,0,0.83,5.14,0,0,0,0,0,0,0,0.02,1.68,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.2
1674,GB03-017338,HandbookofGlassData,1987,v.00Cp.0910,Glass,Alkaline-earthSilicate,OtherSilicate,,,,,,,,,,,,,60,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.6
15709,GP03-307448,JapanesePatentNipponElectricGlass(J),2012,A046392,Glass,Alkaline-earthSilicate,,,,,,,OpticalUse,Lens&Prism,,,,Ex.8,,53.83,14.23,2.59,0,2.35,3.44,17.68,1.07,0,0,0,0,0,0,0,0,3.19,0,0,0,0,0.002894,0,0,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
2355,GB03-024291,HandbookofGlassData,1987,v.00Cp.0684,Glass,Alkaline-earthSilicate,Zinc-Silicate,,,,,,,,,,,,,54,0,0,0,0,24,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.5
1017,GB03-012538,HandbookofGlassProperties,1986,v.001p.0591,Glass,Alkaline-earthSilicate,Zinc-Silicate,,,,,,,,,,,,,62,0,0,0,0,30,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.6
3686,GP06-063964,JapanesePatentNat.Inst.Mat.Sci.(J),1987,A138342,Glass,Alumino-Silicate,Alkaline-earthSilicate,,,,,,Lens&Prism,,,,,,,60,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.8
2582,GP02-030602,JapanesePatentHoyaCorp.(J),1984,A152240,Glass,AlkaliSilicate,OtherSilicate,Boro-Silicate,,,,,OphthalmicLens,,,,,,,64.59,2.16,0.59,0,0,0,10.12,10.53,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.5
8306,GP03-187765,JapanesePatentOharaInc.(J),1999,A049530,Glass,Alkaline-earthSilicate,,,HotPressed,Molded,Pressed,,OpticalUse,Lens&Prism,,,,,,68.64,4.31,1.47,0,0,14.67,5.02,0,2.39,0,0,0,0,0,0,2.95,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.1
5360,GP04-102615,JapanesePatentOharaInc.(J),1989,A308843,Glass,Lead-Silicate,AlkaliSilicate,,Pressed,,,,MoldedLens,,,,,,,51.47,0,1.89,0,0,0,6.47,15.59,3.07,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,1.56,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.8
1889,GB02-021472,HandbookofGlassData,1987,v.00Cp.0397,Glass,AlkaliSilicate,OtherSilicate,,,,,,,,,,,,,79.44,0,0,0,0,0,0,19.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.82
7397,GB03-174635,DataBookofGlassComposition(J),1991,v.001p.0091,Glass,Alkaline-earthSilicate,Zinc-Silicate,,,,,,OpticalUse,Lens&Prism,,,,SK1,,57.53,7.08,2.12,0,0,23.79,0,0,0,0,0,0,0,0,0,9.03,0,0,0.19,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.7
13129,GP05-281262,JapanesePatentNipponElectricGlass(J),2007,A297269,Glass,Boro-Silicate,Alkaline-earthSilicate,,Pressed,Molded,,,OpticalUse,Lens&Prism,,,,Ex.9,,53.82,12.9,2.28,0,1.54,3.9,17.82,1.07,0,0,0,0,0,0,0,2.45,2.57,0,0,0,0,0,0,0,0.02,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.4
5189,GB04-098968,PropertiesofGlass,1954,v.001p.0426,Glass,Lead-Silicate,AlkaliSilicate,,,,,,,,,,,ExtraDenseFlint,,64.72,0,0,0,0,0,0,0,6.01,0,0,0,0,0,0,0,0,0,29.08,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.2
17685,GP03-351223,USPatentOCVIntellectualCapital(US),2012,A0322933,Glass,Alkaline-earthSilicate,Zinc-Silicate,,Melting,Fiber,,,OpticalFiber,,,,,ex.5,,53.62,0,7.08,0,16.46,0,0,0,0,0,0,0,0,0,0,13.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.64
8013,GP03-181576,JapanesePatent,1998,A212133,Glass,Alkaline-earthSilicate,,,NonLead,,,,OpticalUse,Lens&Prism,,,,,,55.17,8.04,2.53,0,0,22.24,0,0,0,0,0,0,0,0,0,8.99,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,1.19,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.48
13350,GP03-284147,JapanesePatentOharaInc.(J),2008,A019103,Glass,Alkaline-earthSilicate,,,,,,,OpticalUse,Lens&Prism,,,,Ex.3,,51.28,19.54,2.85,0,0,25.11,0,0.41,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.7
1053,GB07-012591,HandbookofGlassProperties,1986,v.001p.0592,Glass,Zinc-Silicate,Alkaline-earthSilicate,,,,,,,,,,,,,54,0,0,0,0,10,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.1
3512,GP02-058947,JapanesePatentCorningInc.(US),1986,A086446,Glass,AlkaliSilicate,OtherSilicate,Boro-Silicate,,,,,OphthalmicLens,,,,,,,57.39,7.65,0,0,0,0,11.03,2.04,8.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.68,0,0,3.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.8
6041,GP05-127271,JapanesePatentSumitaOpticalGlass(J),1993,A193979,Glass,Boro-Silicate,Alumino-Silicate,,Pressed,,,,Lens&Prism,,,,,,,56.63,16.58,4.17,9.04,0,0,6.1,4.9,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.2
6880,GP09-223857,JapanesePatentCarlZeiss(DE),2002,A537207,Glass,OtherSilicate,AlkaliSilicate,Alkaline-earthSilicate,,,,,Battery,ReinforcementofCement,,,,,,78.9,0,0.67,1.68,4.85,0.44,0,3.29,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,5.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.25
